Fecha,Sensor_id,PM10,PM25,O3,TEMPERATURA,LLUVIA,PRESIONATM,HUMEDAD,VIENTOVEL,RS
2022-01-01,ANL1,78.0,13.485972222222223,0.02370833333333333,15.975208333333333,0.0,721.3430555555556,54.6875,5.856944444444444,0.06633937737938403
2022-01-02,ANL1,63.3125,10.752916666666666,0.02291666666666667,15.975208333333333,0.0,724.2888888888889,54.6875,8.354166666666666,0.04443404722276588
2022-01-03,ANL1,32.625,8.228333333333333,0.024791666666666667,15.975208333333333,0.0,723.1177083333333,54.6875,4.841666666666667,0.061190539817501964
2022-01-04,ANL1,46.75,16.111666666666668,0.025416666666666667,15.975208333333333,0.0,724.2489583333332,54.6875,9.046527777777778,0.06457246874416248
2022-01-05,ANL1,62.47826086956522,19.128695652173914,0.023,15.96195652173913,0.0,722.626811594203,54.67391304347826,7.321739130434783,0.10020713561641481
2022-01-06,ANL1,56.875,17.743958333333335,0.031275000000000004,15.975208333333333,0.0,724.96875,54.6875,7.322916666666667,0.0973925895735421
2022-01-07,ANL1,44.5,17.556250000000002,0.031849999999999996,15.975208333333333,0.0,726.7652777777779,54.6875,10.890277777777778,0.06794732719947469
2022-01-08,ANL1,68.70833333333333,27.951622807017543,0.016270833333333335,15.975208333333333,0.0010416666666666667,724.911111111111,54.6875,6.826388888888889,0.05344381862722717
2022-01-09,ANL1,91.14583333333333,35.32754385964912,0.021500000000000002,15.975208333333333,0.0006944444444444445,724.3208333333333,54.6875,8.315972222222223,0.06194072034152141
2022-01-10,ANL1,39.270833333333336,10.504791666666668,0.024874999999999998,15.975208333333333,0.0020833333333333333,723.442361111111,54.6875,6.183333333333334,0.06683771308159464
2022-01-11,ANL1,26.708333333333332,8.369166666666667,0.0215625,15.975208333333333,0.0,722.3375,54.6875,6.829166666666667,0.09982112378884588
2022-01-12,ANL1,48.608695652173914,16.587391304347825,0.014869565217391302,16.02934782608696,0.0,721.0524154589373,54.369565217391305,6.865942028985507,0.09804222491231562
